,logpop,loginv,pop,family.name,area,inv,language
1809,13.2194919,3.850147602,551000,Sino-Tibetan,,46,Mising
1811,13.9290901,3.688879454,1120280,Austroasiatic,Eurasia,39,Mundari
1813,16.54809733,3.871201011,15372600,Indo-European,Eurasia,47,Nepali
1814,16.5980868,3.871201011,16160600,Indo-European,Eurasia,47,Nepali
1817,17.30156584,3.784189634,32656870,NA,NA,43,Oriya
1821,12.76569129,3.496507561,350000,Dravidian,Eurasia,32,Pengo
1824,9.554000996,3.828641396,14100,Indo-European,Eurasia,45,Sanskrit
1827,13.2399704,3.891820298,562400,Indo-European,Eurasia,48,Shina
1828,17.01195675,4.127134385,24445500,Indo-European,Eurasia,61,Sindhi
1830,18.03451506,3.784189634,67965790,Dravidian,Eurasia,43,Tamil
1833,18.12287158,3.951243719,74244300,Dravidian,Eurasia,51,Telugu
1835,7.353081921,3.988984047,1560,Dravidian,Eurasia,53,Toda
1837,14.35783543,3.583518938,1720000,Dravidian,Eurasia,35,Tulu
1839,18.05034333,4.007333185,69050130,Indo-European,Eurasia,54,Urdu
1844,12.46230662,3.36729583,258410,Araucanian,South America,28,Mapudungun
1845,5.525452939,3.401197382,250,Arawakan,South America,29,Achagua
1846,7.930565854,3.555348061,2780,Arawakan,South America,34,Apurinã
1848,10.46882977,3.135494216,35200,Arawakan,South America,22,Asháninka
1853,6.415096959,3.218875825,610,NA,NA,24,Baniwa
1854,6.415096959,3.295836866,610,NA,NA,26,Baniwa
1855,5.484796933,3.17805383,240,Arawakan,South America,23,Baré
1856,5.602118821,2.890371758,270,Arawakan,South America,17,Cabiyarí
1857,5.707110265,3.33220451,300,Arawakan,South America,27,Caquinte
1858,1.098612289,3.401197382,2,Arawakan,South America,29,Chamicuro
1859,9.382695764,3.401197382,11880,Arawakan,South America,29,Curripaco
1860,5.771441123,3.258096538,320,Arawakan,South America,25,Enawené-Nawé
1861,1.609437912,3.465735903,4,Arawakan,South America,31,Iñapari
1864,8.684570301,3.33220451,5910,NA,NA,27,Matsigenka
1865,5.442417711,3.17805383,230,Arawakan,South America,23,Mehináku
1866,5.525452939,3.33220451,250,Arawakan,South America,27,Nanti
1867,8.77971129,3.258096538,6500,NA,NA,25,Nomatsigenga
1868,7.340186835,3.218875825,1540,Arawakan,South America,24,Palikúr
1869,3.044522438,3.258096538,20,Arawakan,South America,25,Paraujano
1871,8.761080104,2.995732274,6380,Arawakan,South America,19,Piapoco
1872,2.708050201,3.63758616,14,Arawakan,South America,37,Resígaro
1873,4.615120517,3.663561646,100,Arawakan,South America,38,Tariana
1874,9.667828508,3.17805383,15800,NA,NA,23,Terêna
1877,5.771441123,3.295836866,320,Arawakan,South America,26,Waurá
1881,0.693147181,3.091042453,1,Arawakan,South America,21,Yavitero
1882,2.197224577,3.091042453,8,Arawakan,South America,21,Yawalapití
1883,8.294299609,3.295836866,4000,Arawakan,South America,26,Yine
1884,7.496097345,3.091042453,1800,Arawakan,South America,21,Yucuna
1885,3.713572067,2.944438979,40,Arawakan,South America,18,Baure
1886,8.412054873,2.995732274,4500,Arawakan,South America,19,Ignaciano
1887,6.608000625,3.135494216,740,NA,NA,22,Dení
1888,6.685860947,2.833213344,800,NA,NA,16,Jamamadí
1890,8.26898821,3.091042453,3900,NA,NA,21,Kulina
1891,5.673323267,3.36729583,290,NA,NA,28,Paumarí
1892,4.94875989,3.17805383,140,Arawan,South America,23,Suruahá
1893,14.34731518,3.496507561,1702000,NA,NA,32,Aymara
1894,6.608000625,3.761200116,740,Aymaran,South America,42,Jaqaru
1895,9.624500898,3.295836866,15130,Barbacoan,South America,26,Awa-Cuaiquer
1897,9.952325335,3.258096538,21000,Barbacoan,South America,25,Guambiano
1899,6.746412129,3.737669618,850,Boran,South America,41,Bora
1901,5.017279837,3.36729583,150,Boran,South America,28,Muinane
1903,8.970940398,2.944438979,7870,Cahuapanan,South America,18,Shawi
1904,2.397895273,3.218875825,10,Cariban,South America,24,Akurio
1905,6.11146734,3.218875825,450,Cariban,South America,24,Apalaí
1906,5.831882477,2.890371758,340,NA,NA,17,"Arára, Pará"
1907,6.857514063,3.433987204,950,Cariban,South America,30,Bakairí
1908,6.857514063,3.36729583,950,Cariban,South America,28,Bakairí
1909,8.903679333,2.890371758,7358,NA,NA,17,Carib
1910,8.903679333,2.772588722,7358,NA,NA,15,Carib
1911,8.903679333,2.772588722,7358,NA,NA,15,Carib
1912,1.945910149,3.091042453,6,Cariban,South America,21,Carijona
1913,6.398594935,3.17805383,600,Cariban,South America,23,Hixkaryána
1914,5.739792912,2.944438979,310,Cariban,South America,18,Ikpeng
1916,5.141663557,3.044522438,170,NA,NA,20,Japreria
1918,6.918695219,3.295836866,1010,Cariban,South America,26,Kuikúro-Kalapálo
1919,9.799847778,3.135494216,18030,Cariban,South America,22,Macushi
1920,2.564949357,2.995732274,12,Cariban,South America,19,Mapoyo
1923,8.701346403,3.091042453,6010,Cariban,South America,21,Pemon
1924,8.701346403,2.890371758,6010,Cariban,South America,17,Pemon
1926,7.333676396,3.218875825,1530,Cariban,South America,24,Trió
1927,6.836259277,3.33220451,930,NA,NA,27,Waimiri-Atroarí
1928,7.710205194,3.044522438,2230,Cariban,South America,20,Waiwai
1929,6.746412129,2.833213344,850,Cariban,South America,16,Wayana
1930,3.044522438,2.944438979,20,Cariban,South America,18,Yabarana
1931,1.098612289,2.944438979,2,Chapacuran,South America,18,Oro Win
1933,10.03455967,3.091042453,22800,NA,NA,21,Ika
1934,8.517393171,3.135494216,5000,Chibchan,South America,22,Barí
1936,5.860786223,3.610917913,350,Chibchan,South America,36,Chimila
1937,7.8559322,3.63758616,2580,,South America,37,Cofán
1938,9.20140053,3.610917913,9910,NA,NA,36,Kogi
1942,9.287394001,3.526360525,10800,Chocoan,South America,33,Woun Meu
1943,8.517393171,3.526360525,5000,Chocoan,South America,33,Emberá-Baudó
1944,9.618535085,3.465735903,15040,Chocoan,South America,31,Emberá-Catío
1945,8.614501374,3.36729583,5510,Chocoan,South America,28,Emberá-Chamí
1947,8.296795866,3.663561646,4010,Chocoan,South America,38,Epena
1952,7.955425089,3.258096538,2850,Guahiboan,South America,25,Cuiba
1953,10.44001016,3.583518938,34200,Guahiboan,South America,35,Guahibo
1954,6.908754779,3.135494216,1000,Guahiboan,South America,22,Guayabero
1955,5.707110265,3.135494216,300,Guahiboan,South America,22,Macaguán
1957,7.372118028,3.465735903,1590,Guaicuruan,South America,31,Kadiwéu
1958,8.006700845,3.401197382,3000,Guaicuruan,South America,29,Mocoví
1959,8.294299609,3.135494216,4000,Guaicuruan,South America,22,Pilagá
1960,10.61548102,3.295836866,40760,Guaicuruan,South America,26,Toba
1961,10.61548102,3.36729583,40760,Guaicuruan,South America,28,Toba
1962,7.555381944,3.526360525,1910,Harakmbut,South America,33,Amarakaeri
1966,8.294299609,3.33220451,4000,,South America,27,Camsá
1968,1.609437912,3.526360525,4,,South America,33,Cayubaba
1970,1.791759469,3.258096538,5,,South America,25,Itonama
1971,3.044522438,3.433987204,20,,South America,30,Leco
1974,7.280008253,3.401197382,1450,,South America,29,Movima
1976,10.59665973,3.912023005,40000,,South America,49,Páez
1977,7.965892735,2.995732274,2880,,South America,19,Puinave
1978,0.693147181,2.890371758,1,,South America,17,Taushiro
1979,10.76217036,3.526360525,47200,Ticuna-Yuri,South America,33,Ticuna
1980,1.098612289,3.713572067,2,,South America,40,Tinigua
1981,3.951243719,3.401197382,51,,South America,29,Trumai
1982,8.006700845,3.091042453,3000,,South America,21,Urarina
1984,7.409136444,3.496507561,1650,,South America,32,Waorani
1985,10.25769445,2.833213344,28500,,South America,16,Warao
1988,9.270588452,3.33220451,10620,Chicham,South America,27,Achuar-Shiwiar
1991,11.03329161,3.091042453,61900,Chicham,South America,21,Shuar
1995,7.139660336,3.555348061,1260,Nuclear-Macro-Je,South America,34,Apinayé
1996,1.098612289,3.258096538,2,Nuclear-Macro-Je,South America,25,Arikapú
1997,7.239214974,3.135494216,1392,NA,NA,22,Borôro
1998,7.824445931,3.401197382,2500,NA,NA,29,Canela
2001,1.609437912,3.258096538,4,,South America,25,Guató
2002,0.693147181,3.218875825,1,NA,NA,24,Jabutí
2003,9.798182591,2.833213344,18000,Nuclear-Macro-Je,South America,16,Kaingang
2004,7.890208213,3.218875825,2670,Nuclear-Macro-Je,South America,24,Karajá
2006,7.550135342,3.850147602,1900,Nuclear-Macro-Je,South America,46,Krahô
2007,2.397895273,3.583518938,10,Nuclear-Macro-Je,South America,35,Krenak
2009,7.147559271,3.044522438,1270,Nuclear-Macro-Je,South America,20,Maxakalí
2010,1.098612289,3.218875825,2,Nuclear-Macro-Je,South America,24,Ofayé
2011,5.929589143,3.295836866,375,Nuclear-Macro-Je,South America,26,Panará
2014,3.713572067,3.36729583,40,Nuclear-Macro-Je,South America,28,Rikbaktsa
2015,5.860786223,3.36729583,350,Nuclear-Macro-Je,South America,28,Suyá
2017,0.693147181,3.044522438,1,Bororoan,South America,20,Umotína
2018,9.169622539,3.218875825,9600,Nuclear-Macro-Je,South America,24,Xavánte
2019,7.501634458,3.33220451,1810,Nuclear-Macro-Je,South America,27,Xerénte
2020,6.634633358,3.63758616,760,Nuclear-Macro-Je,South America,37,Xokleng
2024,7.313886832,3.496507561,1500,NA,NA,32,Maka
2030,8.579416535,3.737669618,5320,NA,NA,41,Tsimané
2031,5.888877958,2.48490665,360,,South America,11,Pirahã
2032,4.454347296,3.688879454,85,Nadahup,South America,39,Dâw
2034,5.993961427,3.555348061,400,Nadahup,South America,34,Nadëb
2035,6.216606101,3.583518938,500,Nadahup,South America,35,Yuhup
2038,5.802118375,3.555348061,330,Nambiquaran,South America,34,Mamaindé
2039,2.079441542,2.833213344,7,Nambiquaran,South America,16,Sabanê
2040,6.255750042,3.17805383,520,Pano-Tacanan,South America,23,Amahuaca
2042,3.931825633,3.218875825,50,Pano-Tacanan,South America,24,Capanahua
2044,6.311734809,3.044522438,550,Pano-Tacanan,South America,20,Chácobo
2045,7.048386409,3.17805383,1150,NA,NA,23,Kashinawa
2047,5.602118821,3.044522438,270,Pano-Tacanan,South America,20,Kaxararí
2048,3.295836866,3.044522438,26,Pano-Tacanan,South America,20,Korubo
2049,5.771441123,3.091042453,320,Pano-Tacanan,South America,21,Matís
2050,7.710205194,3.091042453,2230,Pano-Tacanan,South America,21,Matsés
2055,2.302585093,2.944438979,9,NA,NA,18,Shanenawa
2059,6.255750042,2.995732274,520,Pano-Tacanan,South America,19,Yawanawa
2060,5.141663557,3.135494216,170,Pano-Tacanan,South America,22,Yora
2061,8.517393171,3.17805383,5000,Peba-Yagua,South America,23,Yagua
2069,9.998843186,3.135494216,22000,Quechuan,South America,22,Inga
2070,9.998843186,2.833213344,22000,Quechuan,South America,16,Inga
2084,9.58747459,3.433987204,14580,Jodi-Saliban,South America,30,Piaroa
2085,7.346655163,3.433987204,1550,Jodi-Saliban,South America,30,Sáliba
2086,4.709530201,3.17805383,110,Pano-Tacanan,South America,23,Araona
2087,7.427144133,3.218875825,1680,Pano-Tacanan,South America,24,Cavineña
2088,6.994849986,3.091042453,1090,Pano-Tacanan,South America,21,Ese Ejja
2090,5.525452939,3.135494216,250,Pano-Tacanan,South America,22,Reyesano
2091,7.50714108,3.135494216,1820,Pano-Tacanan,South America,22,Tacana
2092,7.544861069,2.890371758,1890,Tucanoan,South America,17,Barasana-Eduria
2094,8.137688185,2.944438979,3420,Tucanoan,South America,18,Desano
2097,7.650168701,3.433987204,2100,Tucanoan,South America,30,Koreguaje
2098,7.065613364,3.135494216,1170,Tucanoan,South America,22,Macuna
2100,7.539558829,3.218875825,1880,NA,NA,24,Piratapuyo
2101,7.065613364,3.295836866,1170,Tucanoan,South America,26,Secoya
2102,6.216606101,3.433987204,500,NA,NA,30,Siona
2103,5.384495063,3.17805383,217,Tucanoan,South America,23,Siriano
2104,5.707110265,3.091042453,300,Tucanoan,South America,21,Tanimuca-Retuarã
2105,5.993961427,2.890371758,400,Tucanoan,South America,17,Tatuyo
2106,8.794976432,3.33220451,6600,Tucanoan,South America,27,Tucano
2107,6.84694314,3.17805383,940,Tucanoan,South America,23,Tuyuca
2108,6.29156914,3.135494216,539,Tucanoan,South America,22,Waimaha
2110,6.908754779,3.555348061,1000,Tupian,South America,34,Aché
2112,4.430816799,3.295836866,83,Tupian,South America,26,Amundava
2113,0.693147181,3.135494216,1,Tupian,South America,22,Apiaká
2114,5.638354669,3.091042453,280,Tupian,South America,21,Araweté
2117,2.708050201,3.218875825,14,Tupian,South America,24,Avá-Canoeiro
2118,5.141663557,3.295836866,170,Tupian,South America,26,Awetí
2121,5.993961427,3.433987204,400,Tupian,South America,30,Emerillon
2122,5.831882477,3.401197382,340,NA,NA,29,Gavião do Jiparaná
2123,5.638354669,3.218875825,280,Tupian,South America,24,Guajá
2124,9.480443842,3.135494216,13100,Tupian,South America,22,Guajajára
2127,8.687948112,3.295836866,5930,Tupian,South America,26,Guarayu
2128,2.079441542,3.218875825,7,Tupian,South America,24,Júma
2129,5.638354669,3.36729583,280,Tupian,South America,28,Jurúna
2130,6.685860947,3.295836866,800,NA,NA,26,Kaapor
2131,9.798182591,3.295836866,18000,Tupian,South America,26,Kaiwá
2132,5.993961427,3.295836866,400,Tupian,South America,26,Kamayurá
2133,5.351858133,3.465735903,210,Tupian,South America,31,Karitiâna
2134,7.300472814,3.258096538,1480,Tupian,South America,25,Karo
2135,5.351858133,3.258096538,210,Tupian,South America,25,Karo
2136,6.908754779,3.295836866,1000,Tupian,South America,26,Kayabí
2137,1.386294361,3.36729583,3,Tupian,South America,28,Kuruáya
2138,3.828641396,3.044522438,45,Tupian,South America,20,Makuráp
2139,8.922791624,3.63758616,7500,Tupian,South America,37,Mundurukú
2141,2.397895273,2.944438979,10,Tupian,South America,18,Omagua
2142,6.398594935,3.33220451,600,Tupian,South America,27,Pai Tavytera
2143,6.803505258,2.890371758,900,Tupian,South America,17,Parakanã
2144,3.258096538,3.295836866,25,NA,NA,26,Sakirabiá
2145,9.122710622,3.33220451,9160,Tupian,South America,27,Sateré-Mawé
2146,6.918695219,3.401197382,1010,Tupian,South America,29,Suruí
2148,6.329720906,3.17805383,560,Tupian,South America,23,Tapirapé
2149,5.017279837,3.091042453,150,NA,NA,21,Tembé
2150,6.364750757,3.295836866,580,NA,NA,26,Tenharim
2151,5.831882477,3.401197382,340,Tupian,South America,29,Tuparí
2153,4.477336814,3.295836866,87,Tupian,South America,26,Uru-Eu-Wau-Wau
2154,7.074116816,3.258096538,1180,Tupian,South America,25,Wayampi
2155,7.074116816,3.295836866,1180,Tupian,South America,26,Wayampi
2157,0.693147181,3.17805383,1,Tupian,South America,23,Xipaya
2159,5.993961427,3.433987204,400,Tupian,South America,30,Sirionó
2160,4.795790546,3.713572067,120,Tupian,South America,40,Yuqui
2161,5.198497031,3.258096538,180,,South America,25,Aikanã
2164,1.791759469,3.295836866,5,NA,NA,26,Kanoé
2167,2.079441542,3.583518938,7,,South America,35,Kwaza
2168,8.974744613,3.663561646,7900,,South America,38,Pumé
2169,7.090909822,3.951243719,1200,Uru-Chipaya,South America,51,Chipaya
2170,1.098612289,3.526360525,2,Uru-Chipaya,South America,33,Uru
2171,8.824824939,3.218875825,6800,NA,NA,24,"Huitoto, Minica"
2172,8.96200721,3.044522438,7800,NA,NA,20,"Huitoto, Murui"
2173,1.386294361,3.295836866,3,Huitotoan,South America,26,Nonuya
2174,5.272999559,3.583518938,194,Huitotoan,South America,35,Ocaina
2175,6.803505258,2.944438979,900,Yanomamic,South America,18,Ninam
2176,8.531293316,3.218875825,5070,Yanomamic,South America,24,Sanumá
2177,8.699681401,3.044522438,6000,Yanomamic,South America,20,Yanomámi
2178,9.888424675,2.995732274,19700,Yanomamic,South America,19,Yanomamö
2179,7.378383713,3.63758616,1600,Zamucoan,South America,37,Chamacoco
2180,8.366602833,3.433987204,4300,Zamucoan,South America,30,Ayoreo
2182,3.931825633,3.401197382,50,Zaparoan,South America,29,Arabela
2184,1.791759469,3.135494216,5,Zaparoan,South America,22,Záparo
2188,14.34731518,3.465735903,1702000,NA,NA,31,Aymara
2195,2.890371758,3.044522438,17,Pano-Tacanan,South America,20,Pacahuara
2196,8.703008637,3.091042453,6020,Cariban,South America,21,Yukpa
2197,8.703008637,2.944438979,6020,Cariban,South America,18,Yukpa
2198,8.612685173,3.433987204,5500,Arawakan,South America,30,Trinitario
2199,16.89840724,4.234106505,21821520,Afro-Asiatic,Africa,68,Amharic
2200,19.49152316,3.63758616,291783650,NA,NA,37,Arabic
2202,16.36715807,3.526360525,12828220,Indo-European,Eurasia,33,Assamese
2203,5.081404365,3.258096538,160,Nyulnyulan,Australia,25,Bardi
2204,13.20228485,3.583518938,541600,,Eurasia,35,Basque
2205,19.3057493,4.290459441,242315050,Indo-European,Eurasia,72,Bengali
2206,15.90349315,3.433987204,8068620,Indo-European,Eurasia,30,Bulgarian
2207,17.30824133,4.043051268,32875600,Sino-Tibetan,Eurasia,56,Burmese
2209,20.97149314,3.891820298,1281751240,NA,NA,48,Chinese
2210,15.52608184,4.248495242,5532120,Indo-European,Eurasia,69,Danish
2212,16.91393574,3.63758616,22163020,Indo-European,Eurasia,37,Dutch
2213,16.91393574,4.043051268,22163020,Indo-European,Eurasia,56,Dutch
2214,16.91393574,3.951243719,22163020,Indo-European,Eurasia,51,Dutch
2215,16.91393574,4.007333185,22163020,Indo-European,Eurasia,54,Dutch
